workflow,mode,validator_overhead,overall_validate_latency,e2e_latency,workflow_run_latency,exec_latency,io_latency,function_exec_latency,function_io_latency
travel_reservation,OPTIMISTIC_fast-path,0.0037318521738052366,0.15226583182811737,0.7883308327198029,0.6006422778964042,,,0,0
